,asin,reviewer,country,overall,title,review
138832,tt0120382,adamgilchrist2008,india,8,the whole world's a stage!!,"the truman show really mocks the way we perceive the world around us ...accepting the way it is and not asking why it is so ....it raises the question of a creator (god)and if he really controls the way we live ...as shown in the movie by character of ed harris ...the movie has its anxious moments where u really get absorbed in the story ...when i was watching this movie ..another movie came across my mind ""the adjustment bureau"" which has a similar premise ...both having a underlying sublime message of contest between the free will of oneself and the almighty god..in the end the truman show is truly amazing movie!  "
43663,tt0816692,adamgonzalezmusic,united states,10,One of the best Sci-Fi film's ever made.,"Interstellar Film Review by Adam Gonzalez Written and Directed by Christopher Nolan (Dark Knight Trilogy, Inception, The Prestige, Memento) ""Interstellar"" is about a team of astronauts who travel through a wormhole in hopes to save the human race. This epic Sci-Fi film stars Matthew McConaughey, Anne Hathaway, Wes Bently, Michael Caine and John Lithgow. You'll be captivated by the visual intergalactic voyage coupled with the heart riveting musical score by Hans Zimmer (Pirates of the Caribbean, Dark Knight Trilogy, Lion King, Inception). But what makes this film even more impressive is how it was made. By creating real-life sets and shooting at physical locations, Nolan made Interstellar look and feel more like a NASA documentary as opposed to a computer generated movie blockbuster. He also made it a point to use little to no green-screen special effects throughout the film so that both the actors and the audience can have an authentic reaction to his story. To further solidify this apocalyptic drama, Nolan had Kip Thorne, a theoretical physicist in gravitational and astrophysics, make sure that everything in the film was established on real science. Its hard to not get engulfed in this film, especially when you have such a strong cast led by McConaughey. Every role played such an integral part in the overall story and you will feel as though you have traveled to the end of the galaxy by the time your done.  "
53411,tt2582802,adamgonzalezmusic,united states,10,A film for musicians,"WHIPLASH Film Review by Adam Gonzalez If your a jazz junkie or drummer, then your going to love WHIPLASH. Written and directed by Damien Chazelle, WHIPLASH is about a young drummer named Andrew Neyman (played by Miles Teller) who gets accepted into the best music school and lands a spot in the most cutthroat orchestra band led by conductor Terence Fletcher (played by J. K. Simmons). Andrew aspires to be one of the greats like his idol Buddy Rich (arguably the best jazz drummer that ever lived) but knows that this dream comes with heavy sacrifices. Andrew soon realizes that Fletcher's methods are extreme and pushes his students to the edge of their ability, sometimes with harsh consequences. Being a drummer myself I can totally relate to the competitive nature of being the best musician you can possibly be. Fletcher's obsession with winning prestigious competitions clashes with Andrew's drive to be the best. The hostility of Andrew and Fletcher explodes on the screen physically and musically with amazing drum solos and physical altercations. This film is a musical roller coaster ride that will have you on the edge of your seat the entire way through.  "
12390,tt0110912,adamgreasley,united kingdom,6,A masterpiece? Do me a favour!,"A masterpiece? Do me a favour! Perhaps it's because of the hype that surrounds this film, but I was really disappointed with what I saw. Two and a half hours was too long in my view, and nothing particularly out of the ordinary happens. I didn't find it clever, nor were the ""unforgettable"" scenes like the dance between Travolta and Thurman or Samuel L Jackson's speech unforgettable. Maybe because cinema has advanced so much since 1994 that I would have had to watch it then to appreciate it, but I only recently saw Hitchcock's Rear Window for the first time and enjoyed that immensely. People go on as if this film has the best storyline and gangster scenes ever but quite frankly, it doesn't. Moreover, I found Natural Born Killers more affective for it's style than Pulp Fiction. It does have some good scenes, and I was rooting for Bruce Willis' character throughout, but I saw nothing that makes this film outstanding or worthy of being so high in IMDb's rankings.  "
48064,tt0120689,adamharwood,united states,10,An exceptional rendition.," The Green Mile is probably THE BEST movie that I have ever seen in my LIFETIME. This movie had it all. Fear, dread, suspense, all mingled in with humor and joy. For a well rounded film, this takes the cake as being my top film of the year. I wouldn't be surprised if Hanks takes a Best Actor award and Duncan a Leading Actor award! This movie was a GREAT rendition of the book as well. The only thing that it skimped on was deleting one character, although I can see that it would have changed the experience totally; the character being at the end, and causing pain in the book. My rating: a solid '10'! Way to go team!   "
124343,tt2267998,adamhatfield,united states,1,Just didn't care,"After watching over the first hour of this movie I just couldn't stay interested in any of the characters or even in the plot for that matter. In fact I was kind of hoping that his wife was dead and not just missing. I really hoped he killed her because I didn't like her character and I really hoped Affleck would die too in a shoot out with cops; and I kind of hoped he would get lucky and kill them also. Well maybe not the sidekick, he was cool. I just couldn't relate to all of the pretentiousness of the wife's family or even Affleck himself. I mean, I even hoped her parents would die because they were jerks too. About the only person in that movie I found interesting was Affleck's sister, I think her name was Margo. The movie just failed to hook me in an hour and fifteen minutes. No plot twist can recover the amount of boredom I had at the one hour mark. Plus there were some very graphic scenes that didn't really add to the movie (not all, some very well expressed how disturbed individuals were). I don't need to see Affleck going down on a chick on his first date to kind of figure out they bumped uglies. Graphic scenes have their purpose but when you over-do it, you lose value.  "
81993,tt0338013,AdamHawkes,japan,9,Brilliant Memories,"Joel has a quarrel with his girlfriend, Clementine. She, somehow, forgets her memories about Jim. So he tries to make up with her but he can't. He gets angry and he also deletes his recollections about the time when he has lived with her. While they are being wiped out, he regrets asking the hospital which is specialized in brain to make him oblivious. He struggle not to forget the memories in his consciousness. At first I can't understand this story because the time and places changes one after another. It is an elaborate work, which is due to the director and casts. This story is so unique that I am excited with it. If memories can be deleted in the real, I do not want to do so. Because past is becoming more and more brilliant as time goes by, I believe. Even if it was hard then to put up with what you had experienced, several years later it will be one of the great or important things. This film may give us a chance to reconsider the relationships with people who we love. We need to review our history to find something really important.  "
156738,tt1504320,AdamHawkes,japan,10,Comical and Moving Friendship,"King George VI suffers from stammer so he does not like to make speech. His wife worries about that and calls for doctors specialized in it. But all of the doctors cannot get rid of his stammer. King George VI loses his temper and comes to dislike doctors. One day his wife make an appointment with an Australian speech therapist, Lionel Logue. King George VI sees him and is angry with his rude behavior. He tries to go back home but Lionel says to him that he stakes 1 shilling on possibility that King George VI can speak fluently. He accepts it and reads out the story written by Shakespeare loudly listening to music. He cannot hear his own voice, though, he thinks he was not able to speak and goes home with angry. Later he listens to the record and he is surprised at his own eloquent voice. After that he trusts Lionel and starts the therapy. That is the way they make close friends. I like the characters of this film, especially Lionel. He is apparently rude but this is his way he communicates with patients. He relieves others' mind by talking frankly. I like such an attitude very much. If there are doctors who are like him, I also see them. This film is based on the real story of the relationship between King George VI and Lionel. I think it is brilliant and moving. After I watched this film, I really decided to cherish my close friends. The life that has the best friend must be wonderful. This film makes me think of that.  "
25829,tt1375666,adamjohnfuller,united states,9,"Wow, What a Brilliant Film","Movies are being made more and more often these days, which means there will be more and more garbage. But it also means we'll get more of this stuff. Inception is an instant classic! Everything about the film is at least 8/10 worthy. First of all, the idea. What brilliance! Only a psychological film fanatic like Christopher Nolan could come up with something like this. It's just an incredibly entertaining and mind-blowing concept. (10/10) The writing is not quite as good as other Nolan films (TDK and Interstellar in mind here) but still keeps our eyes glued to the screen for the whole film. Also the plot/storyline is very interesting, and a bit confusing. (8/10) The Acting is Near Perfect! Leonardo DiCaprio is by no means my favorite actor. But I will admit he is very talented. And he shines in the starring role. Marion Cotillard, Tom Hardy, Cillian Murphy, and Ken Watanabe all excel in their roles as well. But the person who is most underrated and, in my opinion, gave the best output was Joseph Gordon-Levitt! He is an amazing supporting actor and is really good as the comrade of Dom Cobb. Plus, I dig the name Arthur. (9/10) The Editing/Music/Visual Effects are insane! The best part about the visuals is that most were done with practical stunts and set pieces rather than CGI or other FX. The classical music background is very soothing in an intense movie. (9/10) Overall, this film was brilliant and it is my second-favorite Chris Nolan film (besides TDK). (9/10)  "
50357,tt0407887,adamk-2,united kingdom,2,"Deliriously loopy, hysterically bad","I finally caught up with this only recently, and had to keep pulling my jaw up from the floor. What a deliriously bad, hysterically loopy film this is. It's as if Scorcese had dozed off in front of ""Goodfellas"" one night after eating a cheese and garlic pizza, and thinking, ""How can I top this∂?.top this∂?.top this∂?"" And this film is the result. Not so much a film, but a dream of a film, one that defies any sort of logic. There's a rat in the gang. Could it be the ex-cop who's always on his phone? Nope, because ∂?after all ∂? they asked him, and he said it wasn't. Well, fair enough. Meanwhile, there's a rat in the police force. Could it be the cop who grew up under the wing of the mobster under investigation, the one who leaps onto his phone in full view of everyone as soon as an operation against said mobster is announced? Naaaah. Meanwhile we also have a police psychiatrist who, as luck would have it, is gorgeous and who, as her sense of professionalism would have it, thinks it's okay to sleep with not just one but two of her clients. A definition of a bad film, (which I read on a website dedicated to bad films) states that you know you're watching a bad film when the plot will only progress if the characters act stupidly. This, ladies and gentlemen, is one of those films. To be fair, Damon and Cipriano are surprisingly good, the latter, in particular, having developed a leaner, meaner look than he's known for. Unfortunately, these are balanced out by average, TV-movie performances by Sheen and Baldwin, a bogglingly bad one by Wahlberg (a piece of wood rolled on to bark rude comments) a stunningly confused one by Ray Winstone (what is that accent again?) and then∂?there's Jack. Any hopes that this might be one those roles that allow him to recall his acting skills are swiftly ditched by the scenery-chomping on display here, as if Nicholson were bored and decided he could only get through it by making it as surreal as possible, meanwhile coming across as neither Irish nor Bostonian. He's no longer an actor, he is a performer, a grandstander, and this is what you get. If you don't want characterisation or subtle emotions, you call Jack. You also, in his wake, get the wildly uneven tone, veering into off-the-wall black humour (the hand at the breakfast table ∂? what was with THAT?) and moments so throwaway it looked for all the world as if they were being made up on the spot (Nicholson appearing, covered in blood). The end piles on twist upon twist and body upon body which, on the surface, are entertaining enough, but just don't hold up to any sort of scrutiny (and the psychiatrist does what with the tapes?) A passable no-brainer action film, and an entertaining exercise in loopy film-making from a director who should know better, praised by fans and critics who should also know better.  "
7975,tt0468569,adamkapow,philippines,10,the human brain's ability to absorb beauty ain't enough for this film,"After watching the movie, the only thing that came to mind was to watch it again. For me, the true beauty of this film is like the mysteries of the universe. Only the greatest minds like Einstein and Newton are able to solve them, to see and understand them for what they truly are, surpassing the limits of the human mind. And The Dark Knight is no exception. No ordinary human being would be able to appreciate its true glory and splendor since we can only ""see"" so much. And this is the reason why I have to watch this film again and again, so as to unlock its mystery and understand the real truth to its beauty as much as my mind possibly can. And by the way, Heath Ledger's portrayal of the Joker was absolutely out of this world. I couldn't get enough of watching him and sadly, I want more. As for the rest, everything was just right and perfect. Kudos to everyone who took part in this film especially to Christopher Nolan and his vision of the franchise. Sorry James Cameron, but this movie is now the ""King of the World"" and has made your movie, pardon the intended pun, sink again. "
24550,tt1375666,adamkeane-946-730333,ireland,6,All Flash No Bang,"I'd Like to start by saying that I am a big fan of Christopher Nolan, I loved The Dark Knight And Memento, but I am afraid that this film dropped well below my expectations.This film is filled to the brim with special effects but lacks the substance.If you pay enough attention to follow this car crash of a storyline by the end you'll wished you hadn't bothered.The only thing that saves this film is the acting performances and the special effects, which at times can even make you dizzy. So I am afraid this film is an absolute, catastrophic and undoubtedly definite disappointment. Do yourself a favour and watch something else.  "
155196,tt0092067,adaml-2,united states,10,Masterpiece," This movie is a masterpiece. I recommend the Japanese language version over the English version. The first version I saw was the Japanese version, and I didn't understand a word but I got the story quite clearly, and kept watching it because I was so crazy about it. A few years later the English version came out theatrically, and that was awesome to see on the big screen. I felt that the English voices did not do the characters justice. Especially since they slapped a baritone voice on the villian, when he was a tenor in the Japanese version -- and the animators drew a tenor, if you know what I mean! I haven't seen the Disney re-dubbed English version, but I'm looking forward to it.  "
155197,tt0092067,adaml-2,united states,10,Masterpiece," This movie is a masterpiece. I recommend the Japanese language version over the English version. The first version I saw was the Japanese version, and I didn't understand a word but I got the story quite clearly, and kept watching it because I was so crazy about it. A few years later the English version came out theatrically, and that was awesome to see on the big screen. I felt that the English voices did not do the characters justice. Especially since they slapped a baritone voice on the villain, when he was a tenor in the Japanese version -- and the animators drew a tenor, if you know what I mean! I haven't seen the Disney re-dubbed English version, but I'm looking forward to it.  "
6713,tt0468569,adammfeeley,united kingdom,10,One of the best films ever made.,"I LOVE THIS FILM AND FOR GOOD REASONS. This superhero film redefined the genre. It proves that superhero films don't have to be full of cheesy send off lines and spandex. Heath Leger won an Oscar for his raw and gritty portrayal of the Joker. The rest of the A list cast also shine including Christian Bale as Batman, Michael Caine as Alfred and Gary Oldman as Gordon. Director Christopher Nolan definitely outdid himself with this film. I also loved the fact he killed of Batman's girl. This proves that the guy dosen't always have to get the girl. The cinematography is perfect and the dialogue is perfect. The film was nominated for 6 Oscars and won 2 and it was the first superhero film to win a mainstream Oscar. "
26169,tt1375666,adammfeeley,united kingdom,9,At times confusing but still amazing.,"This film is a complex, visually striking and beautiful masterpiece from Christopher Nolan. What i love about Nolan's films is the complexity of them. He is able to take such interesting and diverse ideas and he is able to put them on the big screen. The visual effects are amazing and so is the sound and cinematography. This is why that Inception managed to sweep the artistic categories at almost every award show. It won four Oscars for cinematography, sound editing, sound mixing and visual effects. What is was disappointed by was the fact the acting didn't get any nominations. The whole cast was captivating and the standout was Joseph Gordon Levitt. The only negative thing I have to say about this film is maybe it's too complex. Now this maybe be because I was only 13 when I watched it but at times I found it very hard to focus on. Anyway, a visually amazing film and a beautiful masterpiece.  "
39677,tt0120815,adammfeeley,united kingdom,9,One of the best war films ever made.,This film is an absolute masterpiece. It shows that war isn't always glamorous. Steven Spielberg won a Best Directing Oscar for his work on this film and the film went on to win four others. It is gritty and bloody and it shows that wars aren't won by weapons but by soldiers. The cast shine as the group of soldiers tasked with finding Private Ryan. Along the way they encounter the harsh truth and real meaning of war. It boasts impressive battle sequences and the stylish cinematography makes the film truly beautiful. The opening beach sequence is possibly the greatest opening scenes in movies. Tom Hanks is spell binding as the commander who has no idea about the harsh truth of war. Overall a truly amazing film.  
132213,tt1392190,adammfeeley,united kingdom,10,Better get Oscar Nominations of plenty.,"This film in simple terms was amazing. It was a non stop action thrill ride. The fight scenes were so fluid and easy to follow and the imagery was fantastic.l I also loved the range of characters George Miller has created. Furiosa was by far my favourite she was just a pure bad ass. But I loved how everyone in this movies got an awesome moment, even the bad guys got an awesome moment. The plot follows on from a nuclear holocaust, the world has become a desert wasteland and civilization has collapsed. Max Rockatansky, a survivor, is captured by the War Boys, the army of the tyrannical Immortan Joe, and taken to Joe's Citadel. Designated a universal blood donor, Max is imprisoned and used as a ""blood bag"" for the sick War Boy Nux. Meanwhile, Imperator Furiosa, one of Joe's lieutenants, is sent in her armored truck to collect gasoline. When she drives off-route, Joe realizes that his five wives are missing. Joe leads his entire army in pursuit of Furiosa, calling on the aid of nearby Gas Town and the Bullet Farm. The action is mad, beautiful and actually tiring to watch. This better get the all important Best Picture nomination and maybe a few acting nods for Tom Hardy and Charlize Theron.  "
143965,tt0088247,adammfeeley,united kingdom,9,Game changer for the genre,"I had heard good things about this movie and I believe good dosen't do the film justice. The story line is so original and it has the perfect blend of action and story. It focuses on Sarah Connor, a woman who will give birth to the future resistance leader of the human race, as she is hunted by a robotic cyborg who has been sent from the future to kill her. She is also protected by a human called Reese who has also been sent from the future. The story is so unique and all the actors are amazing. The fight and action sequences are perfectly shot. Despite some people saying the CGI would be laughable but for the time it was released it was groundbreaking. The standout is Arnold Schawzneger who shines as the tough, emotionless cyborg. I love this movie and it is a standout of the science fiction genre.  "
145706,tt0073195,adammfeeley,united kingdom,10,Will go down in history,"Jaws is iconic in a number of ways. It was the first summer blockbuster and it is still a classic suspense film. The thing that makes this film so good is the characters feel human. There isn't a hero or funny guy they are all just normal people hunting a shark. You can relate to the characters and feel for them. For the time the effects are wonderful and the scenery is amazing. Some scenes are gruesome but the thing that makes the film better is the haunting, iconic soundtrack. It just lifts the film from good to greatness. Steven Spielberg truly made a name for himself from this film. The concept has been imitated but has obviously never been matched. It brings us a rememberale theme turn, a haunting villain and an array of real human characters.  "
157191,tt0848228,adammfeeley,united kingdom,9,A lovable classic marvel action film!,"The avengers is a classic marvel movie full of action, stunning special effects and the odd bit of funny humour. I think Age of Ultron will be better but this is still a fun and enjoyable film. I love how it appeals to everyone not just comic book fans. I can't find any flaws in this movie , it kinda has everything you need in a good movie:action, comedy, cool quotes and stunning special effects. I also love how marvel did movies before this one so the characters could be developed. The casting choices were also great. Everyone fits perfectly as the character they were chosen to play. Robert Downey Jr is great as Iron Man and Scarlett Johannson is amazing as Black Widow. My favourite is Samuel L Jackson as the tough but amazing Nick Fury. All in all WATCH THIS FILM.  "
3789,tt0068646,adam-moore1308,new zealand,8,Certainly overrated but still a great film,"This film is often regarded as perfect including the acting which is renowned as some of the best in the history of cinema. However I was quite underwhelmed by the performances except for Marlon Brando who is truly captivating whenever he is on screen (which is surprisingly not that often considering he won best LEAD actor for his performance.) Even Al Pacino's performance is both emotionless and forgettable in my opinion. I'm not going to waste time talking about everything that makes this film good because everyone has done that. What I am going to do is just mention some of the reasons why, overall, I was disappointed in the film. My first problem with the film is that I often found the story stretched thin by too many characters and occasionally found myself confused by the many unfamiliar Italian names that kept popping up. The first two hours of the film are exceptionally entertaining, well made and expertly written. However it is around the two hour mark where what was making the story so captivating is almost completely resolved and we are then forced to sit through another hour of a film that is no longer all that interesting. The three hour run time of the film is certainly unnecessary as even though seeing Michael take over the reigns of the family and watching Vito die is still great stuff it feels like it could have been covered in 15 minutes instead of adding another hour to a film that felt like it had already ended. I do understand that my opinion will not be popular but I felt that I should mention my problems with the film and stop some people being brainwashed by its 9.2 IMDb rating and then instantly saying that its a masterpiece so they could be accepted even though they may have found parts of it boring. I don't know... Perhaps my expectations were too high. "
107432,tt0993846,adammorr1999,united kingdom,9,An amazing comedy of 2013,"This iconoclastic, black with a capital b comedy is the best Hollywood satire since Showgirls. A jocular epic that bitingly indicts excess at its highest level possible within contemporary society. DiCaprio kills his performance as the titular Wolf, an abominable creation that deserves to be mentioned in the same breath as De Niro's finest collaborations with Scorsese. Formally the veteran director is as inventive and unruly as ever, hyperactively deploying muscular tracking-shots, aspect ratio shifts and unconventional compositions like it ain't no thang. Stylistically the result is marginally less dazzling than say Scorsese-opus Casino but the tonal command throughout is masterful. One criticism is that the film is less engaging in its third-act comedown but that feeling quickly dissipates as Scorsese uncannily saves his pi«˘ce de r«∏sistance for WOWS' final shot.  "
12005,tt0110912,adammurrayxd,united kingdom,6,"A non biased review on ""one of the best films of all time!""","Tarantino for me is a good director. Not a great director and certainly not the best. Many people I know hail Pulp Fiction as not only Tarantino's best film ever, but the best film of all time. I like Tarantino. He is a smart writer with a lot of interesting ideas. Some of which i think are better than the others. Pulp fiction contains a lot of those brilliant unique ideas but I feel, fails to put them into practice in order to make an interesting and exciting film. *Spoilers ahead if you haven't seen the film already go watch it and decide for yourself. Then see if you agree with me after.* Any good film should have characters that the viewer can care about and be interested in. Now seeing as Pulp Fiction is split in to different stories of different people that is already a hard thing to do. Hard but not impossible. Sin City despite its many faults had me rooting the whole way through hoping that Bruce Willis would be safe and manage to rescue Jessica Alba from the clutches of that strange yellow guy. Pulp fiction however does not manage the same. After the incredibly smart conversation between Travolta and Jackson in the opening scene I was loving the film. I really liked the writing even if this sort of Philosophical conversation didn't quite fit Travolta's Pony-tailed Hit-man character. The abrupt switching to Bruce Willis' story then made me almost forget about Travolta all together, so much so that when, who i thought was the main protagonist, gets shot halfway through the film. It didn't really mean anything. I moved on. It wasn't impacting enough for me to feel any sort of emotion. It was like when the wise talking heavy gunner in a Vietnam movie gets shot. You quite liked him. But you can move on without him. The scene with Harvey Keitel however was brilliant. My favourite part of the film without a doubt. Its just a shame he didn't play more of a part. Other than characters, I felt that the films real weakness was the lack of any strong plot. Yeah all of the crooks stories manage to inter-wind but i didn't feel that they were interesting enough for that to be the films main selling point. I felt at the end i had quite enjoyed what i just saw but really i could have not seen it and went on with my day. I personally feel like Pulp Fiction is a film that relies entirely on its Style to try and carry it forward. I will admit, it is a film with a very well written script, great conversation pieces and an incredible cast. It just fails at being anything more than boring.  "
93718,tt0372784,adamnad-1,united states,9,One of 2005's 10 Best Films. Should have been nominated for best picture,"Batman Begins is easily the best of the Batman films. The cast with the exception of Katie Holmes is outstanding. Gary Oldman is convincing as Gordon and Michael Caine makes a great Alfred. Christian Bale makes a good Bruce Wayne/Batman. Christopher Nolan's Batman is complete departure from the Jokey, Overblown, lame star-driven previous Batman films. The film rather than casting Hollywood Mega-Stars like Arnold Schwarzenegger, Jim Carrey, and Jack Nicholson wisely chooses great actors over great stars. The action is mostly well handled. The Batmobile chase is also very good. It is also the first of the Batman films that allows the actors to act and puts Batman/Bruce Wayne ahead of the villains. The screenplay is itelligent and well-written. This is an entertaining and well made film that is easily one of the best films of 2005. 9/10 Excellent.  "
109871,tt0434409,adamnad-1,united states,1,Average Movie. Substantial for a Comic Book,"V for Vendetta. Is an e enjoyable and sometimes irritating film. The film is full of substance for a comic book. The movie spends a great deal of time showing us the Fascist Totalitarian State of Britain and it captures it quite well. The movies politics are a major hindrance however and little insulting. The Christian Bishop is a pedophile and ex military commander and Stephen Fry's character calls the Koran beautiful. The movie could have done without those two scenes. The movie is certainly light on logic as V is easily able to get at his enemies in a totalitarian state! Natalie Portman gives a crappy performance and is not believable as British. Her accent and acting are poor. I think Keira Knigtley would have worked much better in the role. The supporting cast of Oscar Nominees Stephen Rea and John Hurt are largely wasted. The character of V is very derivative and echos a little bit Phantom of the Opera, Zorro, Man of La Mancha, and little bit of the architect from the Matrix sequels. The direct and script are sometimes poor as the action and story are less than impressive. The film has some great moments is often preposterous largely thanks to a heavy handed script and equally heavy handed direction. End result 5/10 Average. Not worthy of the Top 250.  "
68940,tt0169547,adamofliberty,united kingdom,9,American Beauty,"American Beauty is about hope, love, freedom, depression, and family. Lester Burham is presented as a depressed, common man who is unhappy with his job and his life at home. He comes across as a bit of a 'loser' as his wife and daughter think this and walk all over him. The wife Carolyn is a ambitious business woman who seeks success and only cares about that as she thinks it will gain her happiness. Underneath it all, she's innocent to what she really has in her life but can't see it as she thinks too positively about business. The daughter Jane is an insecure, confused girl who resents her father for not being there for her. As the story goes on, she falls in love with the boy next door as he understands her. After having enough of living a miserable, slave-like life. Lester decides to make a few changes in his life which will make him happier. The more free he gets, the happier he gets. Turning from a loser to living the American dream, Lester starts to remember his good times as a teenager. He quits his soul less job and starts to stick up for himself when his wife tries to take control of him. Much to Carolyn's anger, Lester starts to gain freedom in his life more then she does. The ending is a great twist how it demonstrates that Lester is truly happy that he once had a joyful, yet happy family he was grateful for and that he has 'Beauty' in his life that is Carolyn when she was younger used to be different and in love and this movie gives the real established view of everyday life.  "
66246,tt1345836,adamotmani,united kingdom,10,Thank you Chris Nolan...Thank you,"It's finally here..and boy is it here. The Dark Knight Rises flies in with a wave of momentum after The Dark Knight and blasts straight through it with great purpose and meaning. This isn't just a big-budget summer blockbuster that 'needs to be done'...this story has been spawned from the minds of men & women who genuinely care, respect and understand the batman franchise and its fans. Christopher Nolan's trilogy has been commended for its realism and genuine understanding of the graphic novels. He has sent us into a world of fear, chaos and now pain with the arrival of Bane. Tom Hardy has made this character so genuine and frightful, once again (in true Nolan fashion) he has gone to the source material and has understood that Bane is as much brain as he is brawn...and when it comes to brawn, it isn't mindless attacks and nonstrategic offence aka Poison Ivy's bitch. Bane has been trained in similar fashion to how Bruce Wayne was, thus making him the perfect adversary for The Caped Crusader. With all the attention on Heath Ledger's 'replacement', some of the shine may have been taken off of Christian Bale. In this case he shines through all the way, whether he is an overwrought & pessimistic Bruce or a resurgent & passionate Batman; Bale delivers a fantastic character. He has really adapted and evolved both sides of Bruce, but has stayed true to who he was in both Batman Begins & The Dark Knight. Micheal Caine, Morgan Freeman and Gary Oldman return on TOP FORM and most importantly relevant form. Just like in the previous Nolan films all 3 characters were necessary in aiding, understanding and advancing Batman the person and Batman the story. As it has been said before, Alfred is his heart, Lucius the brain and Gordon the conscience...that rings true more than ever in TDKR. As well as Tom Hardy, the other newcomers each add a new dimension to the franchise without denting (no pun intended) it at all. Anne Hathaway is a well orchestrated Selina Kyle; sexy, deviant, smart & well organised character who primarily looks out for 'NO.1'...she is awesome, the best Catwoman I have seen (sorry Michelle, not so much Halle). Joseph Gordon-Levitt & Marion Cotillard portray 2 characters that may be foreign to some people...but whether you have heard of them or not, they will astound you with their respective contributions to this epic tale. All in all TDKR is an outstanding story that is brilliantly acted and fantastically directed. Christopher Nolan has given us something that we can cherish for a lifetime. Whether you favour the origins of The Caped Crusader, the anarchy of The Joker or the all-out war and destruction of Bane it doesn't matter∂?for the 1st time in a long time there is no weak link. They can all be adored collectively and appreciated as the best comic- book films ever.  "
17144,tt0137523,adamp-6,united states,10,something I've noticed people aren't discussing.," A lot of words have been spoken/ written/ transmitted about ""Fight Club"" and its messages about men who haven't entirely grown up and blah blah blah blah blah blah blah, but I haven't seen (yet) anyone tackle this movie from a religious standpoint. First, let me say ""Fight Club"" is a brilliant movie, and I considered it the best movie of 1999 (I'm sure that means just tons to everyone). But here's why the movie spoke to me -- it seems to me that the filmmakers, whether consciously or not, are saying that people who grow up with no moral or spiritual compass to guide them will eventually be morally and spiritually bankrupt. Tyler even says this in one of the scenes (something along the lines of ""our fathers are our role models for God. And if they left us, what does that say about God?""). Pow. Tyler believes God's no longer in the picture, so he can do whatever the heck he wants. Tyler represents people who've grown up with no belief in God or any sort of values system that He handed down, and that lack of belief is ultimately what leads to his extreme behavior. But the statement of the movie is that people like Tyler are to be pitied, not revered.  "
20752,tt0120737,adamp-6,united states,9,So good I quenched my desire for the urinal.," Shortly before walking into the theater to see this movie, my friend bought me a medium drink. And even though I'd emptied my bladder before said purchase and sipped sparingly from said drink, I found myself in desperate need of the restroom just as the hobbits reached Rivendell. But I endured. So absorbed in the story was I that I tapped my feet, squinched my legs, and performed all other manners of contortions to keep from wetting myself so that I could take in every second of cinematic bliss that unfolded on the screen before me. So take heed -- drink nothing for several days before going to see this movie. Or take a bedpan with you.  "
55340,tt0209144,adamp-6,united states,10,watch it early so you can see something else afterward.," I saw ""Memento"" in the early afternoon, a fact for which I am thankful. Why? Because it then proceeded to dominate the majority of my thoughts for the rest of the day. That night I lay in bed, tossing and turning, my mind trying to wrap itself around the story, and I absolutely could not GO TO SLEEP! I finally just gave up on sleep, got up around midnight, and watched ""Election"" to cleanse my palate. Then I went back to bed and starting contemplating ""Memento"" AGAIN. Finally, out of sheer exhaustion, I went to sleep. This is a movie that gets in your head and will not get out until you figure it all out. And that can only be done with extensive internet research. Reading ""Memento Mori"", the short story upon which the movie is ""based"" helped, too. ""Memento"" is nothing short of a phenomenon. And a brilliant one at that.  "
76243,tt0211915,adamp-6,United States,9,C'est fantastique.," Man, what a great movie. Charming, spunky, clever, innovative -- all adjectives that come immediately to mind. That's about all I can think to say about it. It's a fun time, and I'm eagerly awaiting the DVD release so my wife can see it.  "
78389,tt0180093,adamp-6,United States,10,I watched in open-mouthed amazement. Or something like that.," This was one of those movies that was so surrounded in controversy over its rating that I initially avoided it. But finally, curiosity got the best of me and I checked it out. Boy, am I glad I did. Because as brutal as it is, ""Requiem for a Dream"" is still a masterpiece of filmmaking. Yes, it is frank with its subject matter, in the kind of way that makes critics use words like ""honest"" and ""unblinking"". And that frankness adds to the impact of the overall film. When you consider the muck these characters drag themselves through in order to quell their own appetites -- that's powerful stuff. But even more powerful is the style in which the story is told. It's a unique and often objective representation of the lifestyle portrayed, and it is nothing short of masterful. I've now seen this movie 3 times in 5 days, and I can honestly say I'm blown away. Man, am I glad I never did drugs.  "
96106,tt0105695,adamp-6,united states,9,I started it too late for my own good.," You know those movies that you start watching late at night, expecting to turn them off mid-way through so you can go to bed, but they're so intriguing you wind up staying up into the wee hours of the night to finish watching them because you couldn't bear going to sleep with the thought of this movie laying in your DVD player unfinished? ""Unforgiven"" is one of those movies. Somber, meditative, and almost plodding, ""Unforgiven"" had me fighting to keep my eyes open -- not because it's boring, but because I just... had... to finish... it. I'm glad I did, too. It's a breath of fresh air from the usual rah-rah Western as it tackles serious topics seriously. But boy am I sleepy while writing this comment.  "
